NO_OF_FRAMES	7383
NO_OF_CAMERAS	14
NO_OF_MARKERS	0
FREQUENCY	25
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
1637	65.44000	
1638	65.48000	
1639	65.52000	
1640	65.56000	
1641	65.60000	
1642	65.64000	
1643	65.68000	
1644	65.72000	
1645	65.76000	
1646	65.80000	
1647	65.84000	
1648	65.88000	
1649	65.92000	
1650	65.96000	
1651	66.00000	
1652	66.04000	
1653	66.08000	
1654	66.12000	
1655	66.16000	
1656	66.20000	
1657	66.24000	
1658	66.28000	
1659	66.32000	
1660	66.36000	
1661	66.40000	
1662	66.44000	
1663	66.48000	
1664	66.52000	
1665	66.56000	
1666	66.60000	
1667	66.64000	
1668	66.68000	
1669	66.72000	
1670	66.76000	
1671	66.80000	
1672	66.84000	
1673	66.88000	
1674	66.92000	
1675	66.96000	
1676	67.00000	
1677	67.04000	
1678	67.08000	
1679	67.12000	
1680	67.16000	
1681	67.20000	
1682	67.24000	
1683	67.28000	
1684	67.32000	
1685	67.36000	
1686	67.40000	
1687	67.44000	
1688	67.48000	
1689	67.52000	
1690	67.56000	
1691	67.60000	
1692	67.64000	
1693	67.68000	
1694	67.72000	
1695	67.76000	
1696	67.80000	
1697	67.84000	
1698	67.88000	
1699	67.92000	
1700	67.96000	
1701	68.00000	
1702	68.04000	
1703	68.08000	
1704	68.12000	
1705	68.16000	
1706	68.20000	
1707	68.24000	
1708	68.28000	
1709	68.32000	
1710	68.36000	
1711	68.40000	
1712	68.44000	
1713	68.48000	
1714	68.52000	
1715	68.56000	
1716	68.60000	
1717	68.64000	
1718	68.68000	
1719	68.72000	
1720	68.76000	
1721	68.80000	
1722	68.84000	
1723	68.88000	
1724	68.92000	
1725	68.96000	
1726	69.00000	
1727	69.04000	
1728	69.08000	
1729	69.12000	
1730	69.16000	
1731	69.20000	
1732	69.24000	
1733	69.28000	
1734	69.32000	
1735	69.36000	
1736	69.40000	
1737	69.44000	
1738	69.48000	
1739	69.52000	
1740	69.56000	
1741	69.60000	
1742	69.64000	
1743	69.68000	
1744	69.72000	
1745	69.76000	
1746	69.80000	
1747	69.84000	
1748	69.88000	
1749	69.92000	
1750	69.96000	
1751	70.00000	
1752	70.04000	
1753	70.08000	
1754	70.12000	
1755	70.16000	
1756	70.20000	
1757	70.24000	
1758	70.28000	
1759	70.32000	
1760	70.36000	
1761	70.40000	
1762	70.44000	
1763	70.48000	
1764	70.52000	
1765	70.56000	
1766	70.60000	
1767	70.64000	
1768	70.68000	
1769	70.72000	
1770	70.76000	
1771	70.80000	
1772	70.84000	
1773	70.88000	
1774	70.92000	
1775	70.96000	
1776	71.00000	
1777	71.04000	
1778	71.08000	
1779	71.12000	
1780	71.16000	
1781	71.20000	
1782	71.24000	
1783	71.28000	
1784	71.32000	
1785	71.36000	
1786	71.40000	
1787	71.44000	
1788	71.48000	
1789	71.52000	
1790	71.56000	
1791	71.60000	
1792	71.64000	
1793	71.68000	
1794	71.72000	
1795	71.76000	
1796	71.80000	
1797	71.84000	
1798	71.88000	
1799	71.92000	
1800	71.96000	
1801	72.00000	
1802	72.04000	
1803	72.08000	
1804	72.12000	
1805	72.16000	
1806	72.20000	
1807	72.24000	
1808	72.28000	
1809	72.32000	
1810	72.36000	
1811	72.40000	
1812	72.44000	
1813	72.48000	
1814	72.52000	
1815	72.56000	
1816	72.60000	
1817	72.64000	
1818	72.68000	
1819	72.72000	
1820	72.76000	
1821	72.80000	
1822	72.84000	
1823	72.88000	
1824	72.92000	
1825	72.96000	
1826	73.00000	
1827	73.04000	
1828	73.08000	
1829	73.12000	
1830	73.16000	
1831	73.20000	
1832	73.24000	
1833	73.28000	
1834	73.32000	
1835	73.36000	
1836	73.40000	
1837	73.44000	
1838	73.48000	
1839	73.52000	
1840	73.56000	
1841	73.60000	
1842	73.64000	
1843	73.68000	
1844	73.72000	
1845	73.76000	
1846	73.80000	
1847	73.84000	
1848	73.88000	
1849	73.92000	
1850	73.96000	
1851	74.00000	
1852	74.04000	
1853	74.08000	
1854	74.12000	
1855	74.16000	
1856	74.20000	
1857	74.24000	
1858	74.28000	
1859	74.32000	
1860	74.36000	
1861	74.40000	
1862	74.44000	
1863	74.48000	
1864	74.52000	
1865	74.56000	
1866	74.60000	
1867	74.64000	
1868	74.68000	
1869	74.72000	
1870	74.76000	
1871	74.80000	
1872	74.84000	
1873	74.88000	
1874	74.92000	
1875	74.96000	
1876	75.00000	
1877	75.04000	
1878	75.08000	
1879	75.12000	
1880	75.16000	
1881	75.20000	
1882	75.24000	
1883	75.28000	
1884	75.32000	
1885	75.36000	
1886	75.40000	
1887	75.44000	
1888	75.48000	
1889	75.52000	
1890	75.56000	
1891	75.60000	
1892	75.64000	
1893	75.68000	
1894	75.72000	
1895	75.76000	
1896	75.80000	
1897	75.84000	
1898	75.88000	
1899	75.92000	
1900	75.96000	
1901	76.00000	
1902	76.04000	
1903	76.08000	
1904	76.12000	
1905	76.16000	
1906	76.20000	
1907	76.24000	
1908	76.28000	
1909	76.32000	
1910	76.36000	
1911	76.40000	
1912	76.44000	
1913	76.48000	
1914	76.52000	
1915	76.56000	
1916	76.60000	
1917	76.64000	
1918	76.68000	
1919	76.72000	
1920	76.76000	
1921	76.80000	
1922	76.84000	
1923	76.88000	
1924	76.92000	
1925	76.96000	
1926	77.00000	
1927	77.04000	
1928	77.08000	
1929	77.12000	
1930	77.16000	
1931	77.20000	
1932	77.24000	
1933	77.28000	
1934	77.32000	
1935	77.36000	
1936	77.40000	
1937	77.44000	
1938	77.48000	
1939	77.52000	
1940	77.56000	
1941	77.60000	
1942	77.64000	
1943	77.68000	
1944	77.72000	
1945	77.76000	
1946	77.80000	
1947	77.84000	
1948	77.88000	
1949	77.92000	
1950	77.96000	
1951	78.00000	
1952	78.04000	
1953	78.08000	
1954	78.12000	
1955	78.16000	
1956	78.20000	
1957	78.24000	
1958	78.28000	
1959	78.32000	
1960	78.36000	
1961	78.40000	
1962	78.44000	
1963	78.48000	
1964	78.52000	
1965	78.56000	
1966	78.60000	
1967	78.64000	
1968	78.68000	
1969	78.72000	
1970	78.76000	
1971	78.80000	
1972	78.84000	
1973	78.88000	
1974	78.92000	
1975	78.96000	
1976	79.00000	
1977	79.04000	
1978	79.08000	
1979	79.12000	
1980	79.16000	
1981	79.20000	
1982	79.24000	
1983	79.28000	
1984	79.32000	
1985	79.36000	
1986	79.40000	
1987	79.44000	
1988	79.48000	
1989	79.52000	
1990	79.56000	
1991	79.60000	
1992	79.64000	
1993	79.68000	
1994	79.72000	
1995	79.76000	
1996	79.80000	
1997	79.84000	
1998	79.88000	
1999	79.92000	
2000	79.96000	
2001	80.00000	
2002	80.04000	
2003	80.08000	
2004	80.12000	
2005	80.16000	
2006	80.20000	
2007	80.24000	
2008	80.28000	
2009	80.32000	
2010	80.36000	
2011	80.40000	
2012	80.44000	
2013	80.48000	
2014	80.52000	
2015	80.56000	
2016	80.60000	
2017	80.64000	
2018	80.68000	
2019	80.72000	
2020	80.76000	
2021	80.80000	
2022	80.84000	
2023	80.88000	
2024	80.92000	
2025	80.96000	
2026	81.00000	
2027	81.04000	
2028	81.08000	
2029	81.12000	
2030	81.16000	
2031	81.20000	
2032	81.24000	
2033	81.28000	
2034	81.32000	
2035	81.36000	
2036	81.40000	
2037	81.44000	
2038	81.48000	
2039	81.52000	
2040	81.56000	
2041	81.60000	
2042	81.64000	
2043	81.68000	
2044	81.72000	
2045	81.76000	
2046	81.80000	
2047	81.84000	
2048	81.88000	
2049	81.92000	
2050	81.96000	
2051	82.00000	
2052	82.04000	
2053	82.08000	
2054	82.12000	
2055	82.16000	
2056	82.20000	
2057	82.24000	
2058	82.28000	
2059	82.32000	
2060	82.36000	
2061	82.40000	
2062	82.44000	
2063	82.48000	
2064	82.52000	
2065	82.56000	
2066	82.60000	
2067	82.64000	
2068	82.68000	
2069	82.72000	
2070	82.76000	
2071	82.80000	
2072	82.84000	
2073	82.88000	
2074	82.92000	
2075	82.96000	
2076	83.00000	
2077	83.04000	
2078	83.08000	
2079	83.12000	
2080	83.16000	
2081	83.20000	
2082	83.24000	
2083	83.28000	
2084	83.32000	
2085	83.36000	
2086	83.40000	
2087	83.44000	
2088	83.48000	
2089	83.52000	
2090	83.56000	
2091	83.60000	
2092	83.64000	
2093	83.68000	
2094	83.72000	
2095	83.76000	
2096	83.80000	
2097	83.84000	
2098	83.88000	
2099	83.92000	
2100	83.96000	
2101	84.00000	
2102	84.04000	
2103	84.08000	
2104	84.12000	
2105	84.16000	
2106	84.20000	
2107	84.24000	
2108	84.28000	
2109	84.32000	
2110	84.36000	
2111	84.40000	
2112	84.44000	
2113	84.48000	
2114	84.52000	
2115	84.56000	
2116	84.60000	
2117	84.64000	
2118	84.68000	
2119	84.72000	
2120	84.76000	
2121	84.80000	
2122	84.84000	
2123	84.88000	
2124	84.92000	
2125	84.96000	
2126	85.00000	
2127	85.04000	
2128	85.08000	
2129	85.12000	
2130	85.16000	
2131	85.20000	
2132	85.24000	
2133	85.28000	
2134	85.32000	
2135	85.36000	
2136	85.40000	
2137	85.44000	
2138	85.48000	
2139	85.52000	
2140	85.56000	
2141	85.60000	
2142	85.64000	
2143	85.68000	
2144	85.72000	
2145	85.76000	
2146	85.80000	
2147	85.84000	
2148	85.88000	
2149	85.92000	
2150	85.96000	
2151	86.00000	
2152	86.04000	
2153	86.08000	
2154	86.12000	
2155	86.16000	
2156	86.20000	
2157	86.24000	
2158	86.28000	
2159	86.32000	
2160	86.36000	
2161	86.40000	
2162	86.44000	
2163	86.48000	
2164	86.52000	
2165	86.56000	
2166	86.60000	
2167	86.64000	
2168	86.68000	
2169	86.72000	
2170	86.76000	
2171	86.80000	
2172	86.84000	
2173	86.88000	
2174	86.92000	
2175	86.96000	
2176	87.00000	
2177	87.04000	
2178	87.08000	
2179	87.12000	
2180	87.16000	
2181	87.20000	
2182	87.24000	
2183	87.28000	
2184	87.32000	
2185	87.36000	
2186	87.40000	
2187	87.44000	
2188	87.48000	
2189	87.52000	
2190	87.56000	
2191	87.60000	
2192	87.64000	
2193	87.68000	
2194	87.72000	
2195	87.76000	
2196	87.80000	
2197	87.84000	
2198	87.88000	
2199	87.92000	
2200	87.96000	
2201	88.00000	
2202	88.04000	
2203	88.08000	
2204	88.12000	
2205	88.16000	
2206	88.20000	
2207	88.24000	
2208	88.28000	
2209	88.32000	
2210	88.36000	
2211	88.40000	
2212	88.44000	
2213	88.48000	
2214	88.52000	
2215	88.56000	
2216	88.60000	
2217	88.64000	
2218	88.68000	
2219	88.72000	
2220	88.76000	
2221	88.80000	
2222	88.84000	
2223	88.88000	
2224	88.92000	
2225	88.96000	
2226	89.00000	
2227	89.04000	
2228	89.08000	
2229	89.12000	
2230	89.16000	
2231	89.20000	
2232	89.24000	
2233	89.28000	
2234	89.32000	
2235	89.36000	
2236	89.40000	
2237	89.44000	
2238	89.48000	
2239	89.52000	
2240	89.56000	
2241	89.60000	
2242	89.64000	
2243	89.68000	
2244	89.72000	
2245	89.76000	
2246	89.80000	
2247	89.84000	
2248	89.88000	
2249	89.92000	
2250	89.96000	
2251	90.00000	
2252	90.04000	
2253	90.08000	
2254	90.12000	
2255	90.16000	
2256	90.20000	
2257	90.24000	
2258	90.28000	
2259	90.32000	
2260	90.36000	
2261	90.40000	
2262	90.44000	
2263	90.48000	
2264	90.52000	
2265	90.56000	
2266	90.60000	
2267	90.64000	
2268	90.68000	
2269	90.72000	
2270	90.76000	
2271	90.80000	
2272	90.84000	
2273	90.88000	
2274	90.92000	
2275	90.96000	
2276	91.00000	
2277	91.04000	
2278	91.08000	
2279	91.12000	
2280	91.16000	
2281	91.20000	
2282	91.24000	
2283	91.28000	
2284	91.32000	
2285	91.36000	
2286	91.40000	
2287	91.44000	
2288	91.48000	
2289	91.52000	
2290	91.56000	
2291	91.60000	
2292	91.64000	
2293	91.68000	
2294	91.72000	
2295	91.76000	
2296	91.80000	
2297	91.84000	
2298	91.88000	
2299	91.92000	
2300	91.96000	
2301	92.00000	
2302	92.04000	
2303	92.08000	
2304	92.12000	
2305	92.16000	
2306	92.20000	
2307	92.24000	
2308	92.28000	
2309	92.32000	
2310	92.36000	
2311	92.40000	
2312	92.44000	
2313	92.48000	
2314	92.52000	
2315	92.56000	
2316	92.60000	
2317	92.64000	
2318	92.68000	
2319	92.72000	
2320	92.76000	
2321	92.80000	
2322	92.84000	
2323	92.88000	
2324	92.92000	
2325	92.96000	
2326	93.00000	
2327	93.04000	
2328	93.08000	
2329	93.12000	
2330	93.16000	
2331	93.20000	
2332	93.24000	
2333	93.28000	
2334	93.32000	
2335	93.36000	
2336	93.40000	
2337	93.44000	
2338	93.48000	
2339	93.52000	
2340	93.56000	
2341	93.60000	
2342	93.64000	
2343	93.68000	
2344	93.72000	
2345	93.76000	
2346	93.80000	
2347	93.84000	
2348	93.88000	
2349	93.92000	
2350	93.96000	
2351	94.00000	
2352	94.04000	
2353	94.08000	
2354	94.12000	
2355	94.16000	
2356	94.20000	
2357	94.24000	
2358	94.28000	
2359	94.32000	
2360	94.36000	
2361	94.40000	
2362	94.44000	
2363	94.48000	
2364	94.52000	
2365	94.56000	
2366	94.60000	
2367	94.64000	
2368	94.68000	
2369	94.72000	
2370	94.76000	
2371	94.80000	
2372	94.84000	
2373	94.88000	
2374	94.92000	
2375	94.96000	
2376	95.00000	
2377	95.04000	
2378	95.08000	
2379	95.12000	
2380	95.16000	
2381	95.20000	
2382	95.24000	
2383	95.28000	
2384	95.32000	
2385	95.36000	
2386	95.40000	
2387	95.44000	
2388	95.48000	
2389	95.52000	
2390	95.56000	
2391	95.60000	
2392	95.64000	
2393	95.68000	
2394	95.72000	
2395	95.76000	
2396	95.80000	
2397	95.84000	
2398	95.88000	
2399	95.92000	
2400	95.96000	
2401	96.00000	
2402	96.04000	
2403	96.08000	
2404	96.12000	
2405	96.16000	
2406	96.20000	
2407	96.24000	
2408	96.28000	
2409	96.32000	
2410	96.36000	
2411	96.40000	
2412	96.44000	
2413	96.48000	
2414	96.52000	
2415	96.56000	
2416	96.60000	
2417	96.64000	
2418	96.68000	
2419	96.72000	
2420	96.76000	
2421	96.80000	
2422	96.84000	
2423	96.88000	
2424	96.92000	
2425	96.96000	
2426	97.00000	
2427	97.04000	
2428	97.08000	
2429	97.12000	
2430	97.16000	
2431	97.20000	
2432	97.24000	
2433	97.28000	
2434	97.32000	
2435	97.36000	
2436	97.40000	
2437	97.44000	
2438	97.48000	
2439	97.52000	
2440	97.56000	
2441	97.60000	
2442	97.64000	
2443	97.68000	
2444	97.72000	
2445	97.76000	
2446	97.80000	
2447	97.84000	
2448	97.88000	
2449	97.92000	
2450	97.96000	
2451	98.00000	
2452	98.04000	
2453	98.08000	
2454	98.12000	
2455	98.16000	
2456	98.20000	
2457	98.24000	
2458	98.28000	
2459	98.32000	
2460	98.36000	
2461	98.40000	
2462	98.44000	
2463	98.48000	
2464	98.52000	
2465	98.56000	
2466	98.60000	
2467	98.64000	
2468	98.68000	
2469	98.72000	
2470	98.76000	
2471	98.80000	
2472	98.84000	
2473	98.88000	
2474	98.92000	
2475	98.96000	
2476	99.00000	
2477	99.04000	
2478	99.08000	
2479	99.12000	
2480	99.16000	
2481	99.20000	
2482	99.24000	
2483	99.28000	
2484	99.32000	
2485	99.36000	
2486	99.40000	
2487	99.44000	
2488	99.48000	
2489	99.52000	
2490	99.56000	
2491	99.60000	
2492	99.64000	
2493	99.68000	
2494	99.72000	
2495	99.76000	
2496	99.80000	
2497	99.84000	
2498	99.88000	
2499	99.92000	
2500	99.96000	
2501	100.00000	
2502	100.04000	
2503	100.08000	
2504	100.12000	
2505	100.16000	
2506	100.20000	
2507	100.24000	
2508	100.28000	
2509	100.32000	
2510	100.36000	
2511	100.40000	
2512	100.44000	
2513	100.48000	
2514	100.52000	
2515	100.56000	
2516	100.60000	
2517	100.64000	
2518	100.68000	
2519	100.72000	
2520	100.76000	
2521	100.80000	
2522	100.84000	
2523	100.88000	
2524	100.92000	
2525	100.96000	
2526	101.00000	
2527	101.04000	
2528	101.08000	
2529	101.12000	
2530	101.16000	
2531	101.20000	
2532	101.24000	
2533	101.28000	
2534	101.32000	
2535	101.36000	
2536	101.40000	
2537	101.44000	
2538	101.48000	
2539	101.52000	
2540	101.56000	
2541	101.60000	
2542	101.64000	
2543	101.68000	
2544	101.72000	
2545	101.76000	
2546	101.80000	
2547	101.84000	
2548	101.88000	
2549	101.92000	
2550	101.96000	
2551	102.00000	
2552	102.04000	
2553	102.08000	
2554	102.12000	
2555	102.16000	
2556	102.20000	
2557	102.24000	
2558	102.28000	
2559	102.32000	
2560	102.36000	
2561	102.40000	
2562	102.44000	
2563	102.48000	
2564	102.52000	
2565	102.56000	
2566	102.60000	
2567	102.64000	
2568	102.68000	
2569	102.72000	
2570	102.76000	
2571	102.80000	
2572	102.84000	
2573	102.88000	
2574	102.92000	
2575	102.96000	
2576	103.00000	
2577	103.04000	
2578	103.08000	
2579	103.12000	
2580	103.16000	
2581	103.20000	
2582	103.24000	
2583	103.28000	
2584	103.32000	
2585	103.36000	
2586	103.40000	
2587	103.44000	
2588	103.48000	
2589	103.52000	
2590	103.56000	
2591	103.60000	
2592	103.64000	
2593	103.68000	
2594	103.72000	
2595	103.76000	
2596	103.80000	
2597	103.84000	
2598	103.88000	
2599	103.92000	
2600	103.96000	
2601	104.00000	
2602	104.04000	
2603	104.08000	
2604	104.12000	
2605	104.16000	
2606	104.20000	
2607	104.24000	
2608	104.28000	
2609	104.32000	
2610	104.36000	
2611	104.40000	
2612	104.44000	
2613	104.48000	
2614	104.52000	
2615	104.56000	
2616	104.60000	
2617	104.64000	
2618	104.68000	
2619	104.72000	
2620	104.76000	
2621	104.80000	
2622	104.84000	
2623	104.88000	
2624	104.92000	
2625	104.96000	
2626	105.00000	
2627	105.04000	
2628	105.08000	
2629	105.12000	
2630	105.16000	
2631	105.20000	
2632	105.24000	
2633	105.28000	
2634	105.32000	
2635	105.36000	
2636	105.40000	
2637	105.44000	
2638	105.48000	
2639	105.52000	
2640	105.56000	
2641	105.60000	
2642	105.64000	
2643	105.68000	
2644	105.72000	
2645	105.76000	
2646	105.80000	
2647	105.84000	
2648	105.88000	
2649	105.92000	
2650	105.96000	
2651	106.00000	
2652	106.04000	
2653	106.08000	
2654	106.12000	
2655	106.16000	
2656	106.20000	
2657	106.24000	
2658	106.28000	
2659	106.32000	
2660	106.36000	
2661	106.40000	
2662	106.44000	
2663	106.48000	
2664	106.52000	
2665	106.56000	
2666	106.60000	
2667	106.64000	
2668	106.68000	
2669	106.72000	
2670	106.76000	
2671	106.80000	
2672	106.84000	
2673	106.88000	
2674	106.92000	
2675	106.96000	
2676	107.00000	
2677	107.04000	
2678	107.08000	
2679	107.12000	
2680	107.16000	
2681	107.20000	
2682	107.24000	
2683	107.28000	
2684	107.32000	
2685	107.36000	
2686	107.40000	
2687	107.44000	
2688	107.48000	
2689	107.52000	
2690	107.56000	
2691	107.60000	
2692	107.64000	
2693	107.68000	
2694	107.72000	
2695	107.76000	
2696	107.80000	
2697	107.84000	
2698	107.88000	
2699	107.92000	
2700	107.96000	
2701	108.00000	
2702	108.04000	
2703	108.08000	
2704	108.12000	
2705	108.16000	
2706	108.20000	
2707	108.24000	
2708	108.28000	
2709	108.32000	
2710	108.36000	
2711	108.40000	
2712	108.44000	
2713	108.48000	
2714	108.52000	
2715	108.56000	
2716	108.60000	
2717	108.64000	
2718	108.68000	
2719	108.72000	
2720	108.76000	
2721	108.80000	
2722	108.84000	
2723	108.88000	
2724	108.92000	
2725	108.96000	
2726	109.00000	
2727	109.04000	
2728	109.08000	
2729	109.12000	
2730	109.16000	
2731	109.20000	
2732	109.24000	
2733	109.28000	
2734	109.32000	
2735	109.36000	
2736	109.40000	
2737	109.44000	
2738	109.48000	
2739	109.52000	
2740	109.56000	
2741	109.60000	
2742	109.64000	
2743	109.68000	
2744	109.72000	
2745	109.76000	
2746	109.80000	
2747	109.84000	
2748	109.88000	
2749	109.92000	
2750	109.96000	
2751	110.00000	
2752	110.04000	
2753	110.08000	
2754	110.12000	
2755	110.16000	
2756	110.20000	
2757	110.24000	
2758	110.28000	
2759	110.32000	
2760	110.36000	
2761	110.40000	
2762	110.44000	
2763	110.48000	
2764	110.52000	
2765	110.56000	
2766	110.60000	
2767	110.64000	
2768	110.68000	
2769	110.72000	
2770	110.76000	
2771	110.80000	
2772	110.84000	
2773	110.88000	
2774	110.92000	
2775	110.96000	
2776	111.00000	
2777	111.04000	
2778	111.08000	
2779	111.12000	
2780	111.16000	
2781	111.20000	
2782	111.24000	
2783	111.28000	
2784	111.32000	
2785	111.36000	
2786	111.40000	
2787	111.44000	
2788	111.48000	
2789	111.52000	
2790	111.56000	
2791	111.60000	
2792	111.64000	
2793	111.68000	
2794	111.72000	
2795	111.76000	
2796	111.80000	
2797	111.84000	
2798	111.88000	
2799	111.92000	
2800	111.96000	
2801	112.00000	
2802	112.04000	
2803	112.08000	
2804	112.12000	
2805	112.16000	
2806	112.20000	
2807	112.24000	
2808	112.28000	
2809	112.32000	
2810	112.36000	
2811	112.40000	
2812	112.44000	
2813	112.48000	
2814	112.52000	
2815	112.56000	
2816	112.60000	
2817	112.64000	
2818	112.68000	
2819	112.72000	
2820	112.76000	
2821	112.80000	
2822	112.84000	
2823	112.88000	
2824	112.92000	
2825	112.96000	
2826	113.00000	
2827	113.04000	
2828	113.08000	
2829	113.12000	
2830	113.16000	
2831	113.20000	
2832	113.24000	
2833	113.28000	
2834	113.32000	
2835	113.36000	
2836	113.40000	
2837	113.44000	
2838	113.48000	
2839	113.52000	
2840	113.56000	
2841	113.60000	
2842	113.64000	
2843	113.68000	
2844	113.72000	
2845	113.76000	
2846	113.80000	
2847	113.84000	
2848	113.88000	
2849	113.92000	
2850	113.96000	
2851	114.00000	
2852	114.04000	
2853	114.08000	
2854	114.12000	
2855	114.16000	
2856	114.20000	
2857	114.24000	
2858	114.28000	
2859	114.32000	
2860	114.36000	
2861	114.40000	
2862	114.44000	
2863	114.48000	
2864	114.52000	
2865	114.56000	
2866	114.60000	
2867	114.64000	
2868	114.68000	
2869	114.72000	
2870	114.76000	
2871	114.80000	
2872	114.84000	
2873	114.88000	
2874	114.92000	
2875	114.96000	
2876	115.00000	
2877	115.04000	
2878	115.08000	
2879	115.12000	
2880	115.16000	
2881	115.20000	
2882	115.24000	
2883	115.28000	
2884	115.32000	
2885	115.36000	
2886	115.40000	
2887	115.44000	
2888	115.48000	
2889	115.52000	
2890	115.56000	
2891	115.60000	
2892	115.64000	
2893	115.68000	
2894	115.72000	
2895	115.76000	
2896	115.80000	
2897	115.84000	
2898	115.88000	
2899	115.92000	
2900	115.96000	
2901	116.00000	
2902	116.04000	
2903	116.08000	
2904	116.12000	
2905	116.16000	
2906	116.20000	
2907	116.24000	
2908	116.28000	
2909	116.32000	
2910	116.36000	
2911	116.40000	
2912	116.44000	
2913	116.48000	
2914	116.52000	
2915	116.56000	
2916	116.60000	
2917	116.64000	
2918	116.68000	
2919	116.72000	
2920	116.76000	
2921	116.80000	
2922	116.84000	
2923	116.88000	
2924	116.92000	
2925	116.96000	
2926	117.00000	
2927	117.04000	
2928	117.08000	
2929	117.12000	
2930	117.16000	
2931	117.20000	
2932	117.24000	
2933	117.28000	
2934	117.32000	
2935	117.36000	
2936	117.40000	
2937	117.44000	
2938	117.48000	
2939	117.52000	
2940	117.56000	
2941	117.60000	
2942	117.64000	
2943	117.68000	
2944	117.72000	
2945	117.76000	
2946	117.80000	
2947	117.84000	
2948	117.88000	
2949	117.92000	
2950	117.96000	
2951	118.00000	
2952	118.04000	
2953	118.08000	
2954	118.12000	
2955	118.16000	
2956	118.20000	
2957	118.24000	
2958	118.28000	
2959	118.32000	
2960	118.36000	
2961	118.40000	
2962	118.44000	
2963	118.48000	
2964	118.52000	
2965	118.56000	
2966	118.60000	
2967	118.64000	
2968	118.68000	
2969	118.72000	
2970	118.76000	
2971	118.80000	
2972	118.84000	
2973	118.88000	
2974	118.92000	
2975	118.96000	
2976	119.00000	
2977	119.04000	
2978	119.08000	
2979	119.12000	
2980	119.16000	
2981	119.20000	
2982	119.24000	
2983	119.28000	
2984	119.32000	
2985	119.36000	
2986	119.40000	
2987	119.44000	
2988	119.48000	
2989	119.52000	
2990	119.56000	
2991	119.60000	
2992	119.64000	
2993	119.68000	
2994	119.72000	
2995	119.76000	
2996	119.80000	
2997	119.84000	
2998	119.88000	
2999	119.92000	
3000	119.96000	
3001	120.00000	
3002	120.04000	
3003	120.08000	
3004	120.12000	
3005	120.16000	
3006	120.20000	
3007	120.24000	
3008	120.28000	
3009	120.32000	
3010	120.36000	
3011	120.40000	
3012	120.44000	
3013	120.48000	
3014	120.52000	
3015	120.56000	
3016	120.60000	
3017	120.64000	
3018	120.68000	
3019	120.72000	
3020	120.76000	
3021	120.80000	
3022	120.84000	
3023	120.88000	
3024	120.92000	
3025	120.96000	
3026	121.00000	
3027	121.04000	
3028	121.08000	
3029	121.12000	
3030	121.16000	
3031	121.20000	
3032	121.24000	
3033	121.28000	
3034	121.32000	
3035	121.36000	
3036	121.40000	
3037	121.44000	
3038	121.48000	
3039	121.52000	
3040	121.56000	
3041	121.60000	
3042	121.64000	
3043	121.68000	
3044	121.72000	
3045	121.76000	
3046	121.80000	
3047	121.84000	
3048	121.88000	
3049	121.92000	
3050	121.96000	
3051	122.00000	
3052	122.04000	
3053	122.08000	
3054	122.12000	
3055	122.16000	
3056	122.20000	
3057	122.24000	
3058	122.28000	
3059	122.32000	
3060	122.36000	
3061	122.40000	
3062	122.44000	
3063	122.48000	
3064	122.52000	
3065	122.56000	
3066	122.60000	
3067	122.64000	
3068	122.68000	
3069	122.72000	
3070	122.76000	
3071	122.80000	
3072	122.84000	
3073	122.88000	
3074	122.92000	
3075	122.96000	
3076	123.00000	
3077	123.04000	
3078	123.08000	
3079	123.12000	
3080	123.16000	
3081	123.20000	
3082	123.24000	
3083	123.28000	
3084	123.32000	
3085	123.36000	
3086	123.40000	
3087	123.44000	
3088	123.48000	
3089	123.52000	
3090	123.56000	
3091	123.60000	
3092	123.64000	
3093	123.68000	
3094	123.72000	
3095	123.76000	
3096	123.80000	
3097	123.84000	
3098	123.88000	
3099	123.92000	
3100	123.96000	
3101	124.00000	
3102	124.04000	
3103	124.08000	
3104	124.12000	
3105	124.16000	
3106	124.20000	
3107	124.24000	
3108	124.28000	
3109	124.32000	
3110	124.36000	
3111	124.40000	
3112	124.44000	
3113	124.48000	
3114	124.52000	
3115	124.56000	
3116	124.60000	
3117	124.64000	
3118	124.68000	
3119	124.72000	
3120	124.76000	
3121	124.80000	
3122	124.84000	
3123	124.88000	
3124	124.92000	
3125	124.96000	
3126	125.00000	
3127	125.04000	
3128	125.08000	
3129	125.12000	
3130	125.16000	
3131	125.20000	
3132	125.24000	
3133	125.28000	
3134	125.32000	
3135	125.36000	
3136	125.40000	
3137	125.44000	
3138	125.48000	
3139	125.52000	
3140	125.56000	
3141	125.60000	
3142	125.64000	
3143	125.68000	
3144	125.72000	
3145	125.76000	
3146	125.80000	
3147	125.84000	
3148	125.88000	
3149	125.92000	
3150	125.96000	
3151	126.00000	
3152	126.04000	
3153	126.08000	
3154	126.12000	
3155	126.16000	
3156	126.20000	
3157	126.24000	
3158	126.28000	
3159	126.32000	
3160	126.36000	
3161	126.40000	
3162	126.44000	
3163	126.48000	
3164	126.52000	
3165	126.56000	
3166	126.60000	
3167	126.64000	
3168	126.68000	
3169	126.72000	
3170	126.76000	
3171	126.80000	
3172	126.84000	
3173	126.88000	
3174	126.92000	
3175	126.96000	
3176	127.00000	
3177	127.04000	
3178	127.08000	
3179	127.12000	
3180	127.16000	
3181	127.20000	
